Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID
"Zhou Q., Pandey O., Ye F.","57190582076;23397646500;35363273600;","An Approach for Multi-Level Visibility Scoping of IoT Services in Enterprise Environments",2022,"IEEE Transactions on Mobile Computing","21","2",,"408","420",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122828123&doi=10.1109%2fTMC.2020.3012875&partnerID=40&md5=3c2f9a5ed9b4252330daa1e709bb7405","In IoT, what services from which nearby devices are available, must be discovered by a user's device (e.g., smartphone) before she can issue commands to access them. Service visibility scoping in large scale, heterogeneous enterprise environments has multiple unique features, e.g., proximity based interactions, differentiated visibility according to device natures and user attributes, frequent user churns thus revocation. They render existing solutions completely insufficient. We propose Argus, a distributed algorithm offering three-level, fine-grained visibility scoping in parallel: i) Level 1 public visibility where services are identically visible to everyone; ii) Level 2 differentiated visibility where service visibility depends on users' non-sensitive attributes; iii) Level 3 covert visibility where service visibility depends on users' sensitive attributes that are never explicitly disclosed. Extensive analysis and experiments show that: i) Argus is secure; ii) its Level 2 is 10x as scalable and computationally efficient as work using Attribute-based Encryption, Level 3 is 10x as efficient as work using Paring-based Cryptography; iii) it is fast and agile for satisfactory user experience, costing 0.25 s to discover 20 Level 1 devices, and 0.63 s for Level 2 or Level 3 devices. © 2002-2012 IEEE.","Internet of Things; privacy; security; service discovery","Cryptography; Visibility; Web services; Enterprise environment; Level 2; Level-1; Multilevels; Privacy; Scoping; Security; Sensitive attribute; Service discovery; User devices; Internet of things",Article,Scopus,2-s2.0-85122828123
"Ji W., Duan L., Huang X., Chai Y.","16204879800;7201932863;57188990997;7102457028;","Astute Video Transmission for Geographically Dispersed Devices in Visual IoT Systems",2022,"IEEE Transactions on Mobile Computing","21","2",,"448","464",,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122806357&doi=10.1109%2fTMC.2020.3009745&partnerID=40&md5=e5ea9d392d1e256a6db1a9381cf7ba0c","Visual IoT (VIoT) is a promising IoT paradigm that visualizes sensing data from massive numbers of dispersed devices. A key objective in VIoT is to efficiently manage the devices to perform complex task-related visual data processing. Prior multimedia IoT systems have mainly focused on the delivery of captured video to remote servers, without considering the video tasks' characteristics and the devices' heterogeneous capabilities. In this work, we propose an astute video transmission framework for such a VIoT system composed of heterogeneous visual devices. First, we formulate the problem of joint video task allocation and heterogeneous device management by constructing a device hypergraph (DH) structure, which enables devices with different capabilities to perform complex video tasks cooperatively. Second, we model the video transmission within a VIoT system by applying fractal theory considering the NP-hardness of the optimization. In particular, we construct a comprehensive fractal submodular optimization framework through a DH and explore the inner submodular property to effectively leverage both video-task complexity and device heterogeneity. Third, we consider the geographically dispersed characteristic of massive numbers of VIoT devices and propose a multi-hop dispersed transmission mechanism for achieving globally cooperative optimality. The proposed architecture has been evaluated under diverse parameter settings. Numerical results are provided to validate the proposed algorithm in terms of delay, computational efficiency, and bandwidth utilization. Simulation results confirm the effectiveness and superiority of the proposed method. © 2002-2012 IEEE.","device hypergraph; dispersed devices; optimization; submodular function; Video transmission","Bandwidth; Computational efficiency; Data handling; Image communication systems; Optimization; Complex task; Device hypergraph; Dispersed device; Hyper graph; Key objective; Optimisations; Sensing data; Submodular functions; Video transmissions; Visual data processing; Internet of things",Article,Scopus,2-s2.0-85122806357
"Zhou B., Guo F., Vuran M.C.","57197720087;57197710519;6506861597;","Timestamp-Free Clock Syntonization for IoT Using Carrier Frequency Offset",2022,"IEEE Transactions on Mobile Computing","21","2",,"712","727",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122786043&doi=10.1109%2fTMC.2020.3009132&partnerID=40&md5=c358ecbb18309cdc6bfa371c905609bc","System-level timing fluctuations caused by unstable low-cost clocks and end-to-end communication delays are the main sources of uncertainties in existing synchronization mechanisms that rely on timestamp exchanges. This paper introduces a timestamp-free clock syntonization approach, carrier frequency offset (CFO)-assisted syntonization (CFOSynt), to estimate the clock skew between a pair of nodes by utilizing carrier frequency offset. To enable CFOSynt, we leverage the fact that RF oscillators in the radio can be used as the reference to calibrate the system clock oscillators, and the pairwise RF clock information is carried in the transmission carrier frequency. By incorporating CFO and capturing the clock frequency relationship in system clock skew estimation, CFOSynt can eliminate the need for timestamping and the impact of delay uncertainties. To validate the design, CFOSynt is implemented on two common off-the-shelf (COTS) IoT platforms with access to the CFO estimation from the radio chip. Extensive experiments are conducted to evaluate CFOSynt, and CFOSynt can estimate the clock skew of 32 kHz low-cost electronic oscillators with a mean error of $-2.46$-2.46 Hz. In comparison with timestamp-based approaches, CFOSynt achieves up to 70-90 percent improvement in skew estimation error and shows significant reliability when low-cost oscillators are used. © 2002-2012 IEEE.","carrier frequency offset; clock synchronization; Internet of Things; timestamp-free syntonization","Carrier communication; Cost benefit analysis; Costs; Electric clocks; Frequency allocation; Internet of things; Radio transmission; Carrier frequency offsets; Clock skews; Clock Synchronization; Low-costs; Skew estimation; Syntonization; System clock; System levels; Time-stamp; Timestamp-free syntonization; Frequency estimation",Article,Scopus,2-s2.0-85122786043
"Yu S., Chen X., Wang S., Pu L., Wu D.","57190585290;56877965800;57147046600;55441386400;57215064114;","An Edge Computing-Based Photo Crowdsourcing Framework for Real-Time 3D Reconstruction",2022,"IEEE Transactions on Mobile Computing","21","2",,"421","432",,4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122778457&doi=10.1109%2fTMC.2020.3007654&partnerID=40&md5=9d9b2ca317c9a71ce604b7d19937bc08","Image-based three-dimensional (3D) reconstruction utilizes a set of photos to build 3D model and can be widely used in many emerging applications such as augmented reality (AR) and disaster recovery. Most of existing 3D reconstruction methods require a mobile user to walk around the target area and reconstruct objectives with a hand-held camera, which is inefficient and time-consuming. To meet the requirements of delay intensive and resource hungry applications in 5G, we propose an edge computing-based photo crowdsourcing (EC-PCS) framework in this paper. The main objective is to collect a set of representative photos from ubiquitous mobile and Internet of Things (IoT) devices at the network edge for real-time 3D model reconstruction, with network resource and monetary cost considerations. Specifically, we first propose a photo pricing mechanism by jointly considering their freshness, resolution and data size. Then, we design a novel photo selection scheme to dynamically select a set of photos with the required target coverage and the minimum monetary cost. We prove the NP-hardness of such problem, and develop an efficient greedy-based approximation algorithm to obtain a near-optimal solution. Moreover, an optimal network resource allocation scheme is presented, in order to minimize the maximum uploading delay of the selected photos to the edge server. Finally, a 3D reconstruction algorithm and a 3D model caching scheme are performed by the edge server in real time. Extensive experimental results based on real-world datasets demonstrate the superior performance of our EC-PCS system over the existing mechanisms. © 2002-2012 IEEE.","multi-access edge computing; photo crowdsourcing; Three-dimensional (3D) reconstruction","3D modeling; Approximation algorithms; Costs; Economics; Image reconstruction; Internet of things; Mobile edge computing; Three dimensional computer graphics; 3D models; 3d-modeling; Edge computing; Edge server; Monetary costs; Multi-access edge computing; Multiaccess; Photo crowdsourcing; Real- time; Three-dimensional (3-D) reconstruction; Augmented reality",Article,Scopus,2-s2.0-85122778457
"Guo C., Su S., Choo K.R., Tian P., Tang X.","57193523065;57203361436;57208540261;57204012447;57203756539;","A Provably Secure and Efficient Range Query Scheme for Outsourced Encrypted Uncertain Data From Cloud-Based Internet of Things Systems",2022,"IEEE Internet of Things Journal","9","3",,"1848","1860",,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122756072&doi=10.1109%2fJIOT.2021.3088296&partnerID=40&md5=044939fa38d6e67052330dfe4702d0f4","The outsourcing of data is becoming increasingly commonplace as data is constantly been synchronized between user systems (e.g., personal computers and sensor devices) and cloud computing servers. However, to ensure data privacy, it is necessary to encrypt sensitive data prior to outsourcing. Limitations such as measurement, network delays, and data obfuscation may, however, result in uncertain data. Compared with searching over encrypted certain data, processing queries for encrypted uncertain data is more challenging. In this article, we propose a secure and efficient range query scheme over outsourced encrypted uncertain data, for example, from Internet of Things (IoT) systems. Specifically, we use pivot mapping to map data to a low-dimensional space to facilitate calculation and processing while preserving some of the original relevance among the data. Additionally, we encode data and then map codes into multiple Bloom filters which are organized by a binary tree-based index. Our scheme achieves data privacy, hides the relevance among data, and also supports efficient queries. We analyze the security and evaluate the performance of our approach using experiments on Microsoft Azure. The analysis and experimental results demonstrate that our proposed approach is secure and efficient. 2327-4662 © 2021 IEEE. Personal use is permitted, but republication/redistribution requires IEEE permission. See https://www.ieee.org/publications/rights/index.html for more information.","Cloud computing; Cryptography; Data privacy; Encryption; Indexes; Internet of Things; Servers","Application programming interfaces (API); Binary trees; Cloud computing; Data privacy; HTTP; Internet of things; Outsourcing; Personal computers; Search engines; Trees (mathematics); Windows operating system; Cloud-based; Cloud-computing; Computer device; Index; Provably secure; Query schemes; Range query; Sensitive datas; Sensor device; Uncertain datas; Cryptography",Article,Scopus,2-s2.0-85122756072
"Akbari M.R., Barati H., Barati A.","57409112300;24528179100;20733249800;","An overlapping routing approach for sending data from things to the cloud inspired by fog technology in the large-scale IoT ecosystem",2022,"Wireless Networks","28","2",,"521","538",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122705563&doi=10.1007%2fs11276-021-02881-y&partnerID=40&md5=a3ff712e365211f1ac3215158bbc1b96","Fog computing integrates cloud and edge resources. According to an intelligent and decentralized method, this technology processes data generated by IoT sensors to seamlessly integrate physical and cyber environments. Internet of Things uses wireless and smart objects. They communicate with each other, monitor the environment, collect information, and respond to user requests. These objects have limited energy resources since they use batteries to supply energy. Also, they cannot replace their batteries. As a result, the network lifetime is limited and short. Thus, reducing energy consumption and accelerating the data transmission process are very important challenges in IoT networks to reduce the response time. In the data transmission process, selecting an appropriate cluster head node is very important because it can reduce the delay when sending data to the fog. In this paper, cluster head nodes are selected based on several important criteria such as distance, residual energy, received signal strength, and link expiration time. Then, objects send the processed data to the server hierarchically through a balanced tree. The simulation results show that the proposed method outperforms the energy-efficient centroid-based routing protocol (EECRP) and the Emergency Response IoT based on Global Information Decision (ERGID) in terms of packet delivery rate, delay, response time, and network lifetime. © 2022, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.","Cloud and fog technology; Fog technology; IoT ecosystem; Overlapping routing approach","Data transfer; Electric batteries; Energy efficiency; Energy utilization; Fog; Fog computing; Power management (telecommunication); Trees (mathematics); Cloud and fog technology; Cluster-head nodes; Data-transmission; Edge resources; Fog technology; IoT ecosystem; Large-scales; Network lifetime; Overlapping routing approach; Routing approach; Internet of things",Article,Scopus,2-s2.0-85122705563
"Sultana N., Tamanna M.","57212822422;57408071900;","Evaluating the Potential and Challenges of IoT in Education and Other Sectors during the COVID-19 Pandemic: The Case of Bangladesh",2022,"Technology in Society","68",,"101857","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122644917&doi=10.1016%2fj.techsoc.2021.101857&partnerID=40&md5=2e328f552830a452f2cc2db1cf3aa675","The Internet of Things (IoT) adoption affects different sectors immensely, especially during Covid-19. This study mainly examines the benefits and challenges experienced in Bangladesh's education, and corporate and service sectors while using IoT services during COVID-19. Data collection was performed using a convenient random sampling method and distributing questions online. Two hundred sixty completed responses were analyzed, where 40% of responses were from the education sector, and 60% were from the corporate and service sector. The research method was quantitative and empirical. The study reveals that people find saving time the most potential in education sector, whereas, in the corporate and service sector, the topmost benefit of using IoT services is that it helps strictly maintain physical distance. Conversely, the most significant challenges people face in both sectors are that the IoT increases social distance and reduces individual communication. Nevertheless, people in both sectors have a positive attitude towards using IoT in the future. The findings have practical implications for business professionals, academic scholars, and other associated parties keen to identify IoT impact during the pandemic. © 2022 Elsevier Ltd","Bangladesh; COVID-19; Internet of things; IoT","Bangladesh; Benefit and challenges; Corporate sector; COVID-19; Data collection; Education sectors; Random sampling method; Research method; Service sectors; Social distance; Internet of things; COVID-19; education; Bangladesh",Article,Scopus,2-s2.0-85122644917
"Sheibani M., Barekatain B., Arvan E.","57407565000;50861161100;57407456900;","A lightweight distributed detection algorithm for DDAO attack on RPL routing protocol in Internet of Things",2022,"Pervasive and Mobile Computing","80",,"101525","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122636386&doi=10.1016%2fj.pmcj.2021.101525&partnerID=40&md5=f8ffd537773ff4ca294fe16a51535bd5","A significant increase in the number of connected devices in the Internet of Things poses a key challenge to efficiently handling the attacks in routing protocols such as Routing Protocol for Low Power and Lossy Networks (RPL). The attacks on RPL are partly studied in the literature, and the proposed solutions typically overlook the appropriate trade-off among the detection rate and communication and computational overhead. This study aimed at introducing a new attack called Dropped Destination Advertisement Object (DDAO) and a new Intrusion Detection System (IDS) to counter this attack in RPL protocol. DDAO attack adversely affects the network by preventing the creation of the downward routes through not forwarding Destination Advertisement Object (DAO) messages and sending fake Destination Advertisement Object Acknowledgment (DAO-ACK) messages to the DAO source. A distributed lightweight IDS is proposed in this study to detect and counter DDAO attacks by monitoring the behavior of parents against forwarded DAO messages. According to the evaluations conducted on the Cooja simulator under different real-world conditions, the proposed IDS can detect DDAO attacks with high accuracy, precision, and True Positive Rate (TPR) and low False Positive Rate (i.e., close to zero). Additionally, compared to RPL, the proposed IDS improves Packet Delivery Rate (PDR) by 158 percent when countering attacks. © 2021 Elsevier B.V.","DDAO attack; Internet of Things (ioT); Intrusion Detection System (IDS); RPL","Computer crime; Economic and social effects; Internet protocols; Intrusion detection; Low power electronics; Network security; Routing protocols; Signal detection; Detection algorithm; Distributed detection; Dropped destination advertisement object attack; Internet of thing; Intrusion detection system; Intrusion Detection Systems; Low Power Networks; Object message; Routing-protocol; RPL; Internet of things",Article,Scopus,2-s2.0-85122636386
"Aoki S., Yonezawa T., Kawaguchi N.","55649864700;13007735100;57330296300;","Robotnest: Toward a viable testbed for IoT-enabled environments and connected and autonomous robots",2022,"IEEE Sensors Letters","6","2",,"","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122568217&doi=10.1109%2fLSENS.2021.3139624&partnerID=40&md5=0c31b48b73aa86ea2703ac914d7967b1","Autonomous mobile robots (AMRs), including delivery robots, security robots, and automated wheelchairs, are very promising for improving the quality of life, safety, mobility, and productivity. To deploy such sensor-rich AMRs in real-world society, we have to resolve not only technical challenges but also ethical and societal issues. In addition, since multiple companies are developing different types of AMRs individually, we have to design and develop practical platform to enable safe cooperation and collaboration before using them in the society. Hence, in this letter, we present a viable Nagoya Experimental Site and Testbed named <italic>RobotNEST</italic> developed at Nagoya City, Japan, where we leverage vehicular communications and edge/cloud computing technologies to develop cooperative mobile robots. RobotNEST provides real-world AMRs, experimental fields, learning kits, and infrastructural sensors and communications, including 5G private networks. We also introduce multiple developed applications at RobotNEST that enable safe cooperation for autonomous robots. Finally, we discuss the scalability and limitations of the testbed and conclude with future research directions. © 2022 IEEE.","Autonomous robots; Collaboration; Mobile robots; Robot sensing systems; Robots; Safety; Sensors","5G mobile communication systems; Cooperative communication; Internet of things; Mobile robots; Navigation; Testbeds; Automated wheelchairs; Autonomous Mobile Robot; Collaboration; IoT sensor; Real-world; Robot cooperation; Robot sensing system; Safe cooperation; Security robot; Vehicular communications; Wireless sensor networks",Article,Scopus,2-s2.0-85122568217
"Deebak B.D., Memon F.H., Dev K., Khowaja S.A., Qureshi N.M.F.","56333372500;57226807753;57190336390;56500465400;57191380223;","AI-enabled privacy-preservation phrase with multi-keyword ranked searching for sustainable edge-cloud networks in the era of industrial IoT",2022,"Ad Hoc Networks","125",,"102740","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122545710&doi=10.1016%2fj.adhoc.2021.102740&partnerID=40&md5=0bd3785f677a246dbf855084a3c2633f","The integration of sensing technologies and cloud computing signifies the design perspectives of electronic healthcare systems. It has its own application domain to upload the clinical data of the patients and treatment procedures to the cloud server. Moreover, the data user may process the queries with suitable sensing parameters to obtain an appropriate medical record. As a result, the development of the Industrial Internet of Things (I-IoT) demands practical insights, trustworthiness, and reliability of intelligent automation to prevent the occurrence of potential risks in the process of production. In the past, multi-keyword searching (MKS) over encrypted cloud data has attracted researchers' attention. As cloud computing is highly practicing, data owners may easily outsource any kind of system data to commercial sites using the Industrial Internet of Things (I-IoT). However, data privacy and protection should be ensured using encryption techniques before any sensitive data is outsourced over insecure public networks. Providing cloud data encryption and secure keyword searching still exist as challenging issues. In I-IoT, cloud computing deals with a large amount of data users and documents, thus a technique like MKS is highly necessitated to process the search request and secure query processing. Thus, this paper presents a privacy-preservation phrase with multi-keyword ranked searching (PPP-MKRS) that introduces optimized filtering, binary tree index structure, and conjunctive keyword search to achieve secure searching efficiency. The experimental analysis shows that the proposed PPP-MKRS scheme consumes less computation, storage, and verification time in comparison with other searching encryption techniques. © 2021","Cloud computing; Data privacy; Industrial internet of things; Multi-keyword searching; Protection; Secure searching efficiency","Binary trees; Cloud computing; Cryptography; Digital storage; Efficiency; Internet of things; Internet protocols; Network security; Patient treatment; Query processing; Search engines; Trees (mathematics); Cloud data; Cloud-computing; Data users; Keyword searching; Multi keywords; Multi-keyword searching; Privacy preservation; Protection; Searching efficiency; Secure searching efficiency; Data privacy",Article,Scopus,2-s2.0-85122545710
"Ahmed U., Srivastava G., Lin J.C.-W.","57204392052;57202588447;56449520400;","Reliable customer analysis using federated learning and exploring deep-attention edge intelligence",2022,"Future Generation Computer Systems","127",,,"70","79",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122538969&doi=10.1016%2fj.future.2021.08.028&partnerID=40&md5=7dd9d31abf3bd16c59db65409b8ebaa3","The Internet of Things (IoT) and smart cities are flourishing with distributed systems in mobile wireless networks. As a result, an enormous amount of data are being generated for devices at the network edge. This results in privacy concerns, sensor data management issues, and data utilization issues. In this research, we propose a collaborative clustering method where the exchange of raw data is not required. The attention-based model used with a federated learning framework. The edge devices compute the model updates using local data and send them to the server for aggregation. Repetition is performed in multiple rounds until a convergence point reached. The transaction data used to train the attention model that gives a low dimensional embedding. Afterwards, we share the convergence model among the client/stores. Then, efficient pattern mining methods known as a clustering-based dynamic method (CBDM) are applied. For experimentation, we used retail store data to cluster the customer based on purchase behaviour. The proposed clustering method used semantic embedding to extract and then cluster them by discovering relevant patterns. The method achieved the 0.75 ROC values for the random distribution and 0.70 for the fixed distribution. The clustering method can help to reduce communication costs while ensuring privacy. © 2021 The Authors","Attention network; Clustering; Edge intelligence; Federated learning; Market analysis; Mobile wireless networks","Cluster analysis; Deep learning; Information management; Internet of things; Retail stores; Semantics; Wireless networks; Attention network; Clustering methods; Clusterings; Customer analysis; Edge intelligence; Federated learning; Market analysis; Mobile wireless network; Network edges; Privacy concerns; Sales",Article,Scopus,2-s2.0-85122538969
"Nguyen H.T., Genov D.A., Bardaweel H.","57209589655;7004229732;24330885700;","A tunable green power module for portable electronics and IoT sensors: design, fabrication, modeling, characterization, and implementation",2022,"Sensors and Actuators A: Physical","334",,"113318","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122534850&doi=10.1016%2fj.sna.2021.113318&partnerID=40&md5=41af73ddebebb9078e46b58a247ad1e2","The unprecedented worldwide spread of portable electronics and low-power sensors in the era of Internet of Things (IoT) has amplified the demand for alternative sustainable and eco-friendly power sources. In this article, a novel tunable green power module for operating portable electronics is presented. The unique design of the power module allows for low-frequency specialization, i.e., less than 5 Hz, while maintaining a small handheld size, i.e., 3.8 × 7.6 × 17.8 cm3. A mathematical model is developed, and a prototype of the power module is fabricated. Both experiment and model are used to characterize the dynamic behavior of the power module. Results show good agreement between model simulations and experimental data. For a base-excitation of 0.15 g m/s2, the energy harvesting unit has a normalized power density of approximately 0.537 [mW/cm3. g2]. In this article, the ability of the power module to light a group of LEDs and charge a smartphone from human body motion is demonstrated. In these real-world demonstrations, the power module was able to generate 35 mW from hand-shaking at 3 Hz and 1.28 g m/s2 and 50 mW from jogging at 1.5 Hz and 1.7 g m/s2. Compared to state-of-the-art, the presented power module displays unique features, including its ability to harvest low-density vibrations that are characterized by low frequencies and accelerations. © 2021 Elsevier B.V.","Clean energy harvesting; Electromagnetic energy harvesting; Green technology; IoT support technology; Portable power module","Electric power systems; Electromagnetic waves; Fabrication; Internet of things; Clean energy; Clean energy harvesting; Electromagnetic energy harvesting; Green technology; Internet of thing support technology; Portable electronics; Portable power; Portable power module; Power module; Support technology; Energy harvesting",Article,Scopus,2-s2.0-85122534850
"Ren Y., Liu W., Liu A., Wang T., Li A.","57201656901;56166123400;55925848400;55866537800;57118621400;","A privacy-protected intelligent crowdsourcing application of IoT based on the reinforcement learning",2022,"Future Generation Computer Systems","127",,,"56","69",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122518574&doi=10.1016%2fj.future.2021.09.003&partnerID=40&md5=d4d7315378cc0ba5ba2da72515dfdcaf","The crowdsourcing scheme emerges as a promising solution for data-based application in the Internet of Things (IoT) network by dividing the large-scale complex sensing tasks into simple micro sensing tasks. AI technologies have been widely applied in crowdsourcing applications for IoT security. However, there are still several issues to be stressed. There exist malicious participants aiming at gaining unjust payment. A trust evaluation mechanism can effectively filter the attackers. Nevertheless, the existing trust evaluation mechanisms cannot preclude co-cheating and overlook the conflicts with the privacy exposure of participants. A novel Privacy-protected Intelligent Crowdsourcing scheme based on Reinforcement Learning (PICRL) is proposed. PICRL optimizes the utility of the system considering the data amount, data quality, and costs at the same time. The main innovations of the PICRL are as follows. First, the quality is guaranteed by an effective trust evaluation mechanism. The proposed trust evaluation consists of three parts: privacy trust, crowd trust, and hybrid active trust. Second, the trust evaluation can effectively prevent co-cheating and provide personal privacy exposure choice for the participants. Third, PICRL maximizes the utility based on evaluated trust utilizing the reinforcement method Q-learning without knowing the specific sensing model, which aims at maximizing the cumulated reward by the selection of state–action pair. The effectiveness of the proposed PICRL is verified by the extensive simulation experiments. © 2021 Elsevier B.V.","Crowdsourcing; Privacy-protection; Q-learning; Reinforcement learning; Trust evaluation","Crowdsourcing; Internet of things; Quality control; AI Technologies; Data costs; Large-scales; Malicious participant; Privacy protection; Q-learning; Reinforcement learnings; Sensing tasks; Simple++; Trust evaluation; Reinforcement learning",Article,Scopus,2-s2.0-85122518574
"Wang J., Chen J., Ren Y., Sharma P.K., Alfarraj O., Tolba A.","57200027740;57405309100;23467593700;57191076911;36772742100;56442428300;","Data security storage mechanism based on blockchain industrial Internet of Things",2022,"Computers and Industrial Engineering","164",,"107903","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122513819&doi=10.1016%2fj.cie.2021.107903&partnerID=40&md5=ea2145433baf20e98b845416c9d81842","In the age of Industry 5.0, the industrial Internet of Things (IIoT) system has changed from the original “cyber-physical” system to a complex “human-cyber-physical” system, data security issues become more important. Blockchain technology can be used to ensure the security of IIoT data. However, the traditional blockchain system uses Merkle trees to store data, in which the proof size is large when verifying the integrity and correctness of the data. And it is unable to perform batch verification of the data. Large size proof will bring great pressure to communication, causing end-to-end communication delays, which seriously affect the stability, efficiency, and security of IIoT system. To solve it, in the paper, the incremental aggregator subvector commitment (IASVC) is used to replace Merkle tree, which reduces the size of proof and communication consumption. Each block processes 1000 transactions, the proof size of a single data piece is 15% of the original scheme. Moreover, our scheme can realize the aggregation verification of the proof. In addition, the qualifications of data upload on nodes are set using IASVC, which can reduce the storage pressure of nodes by storing a single commitment instead of the entire qualification list. © 2022 Elsevier Ltd","Blockchain; Cryptographic commitment; Data storage; Industrial Internet of Things; Industry 5.0","Cyber Physical System; Cybersecurity; Digital storage; Forestry; Industry 4.0; Internet of things; Trees (mathematics); Block-chain; Cryptographic commitment; CryptoGraphics; Data storage; Industry 5.0; Mechanism-based; Merkle trees; Security storages; Storage mechanism; Subvectors; Blockchain",Article,Scopus,2-s2.0-85122513819
"Bhaiyya M., Kulkarni M.B., Pattnaik P.K., Goel S.","57193828952;57218566788;56387011200;7101999027;","Internet of things-enabled photomultiplier tube- and smartphone-based electrochemiluminescence platform to detect choline and dopamine using 3D-printed closed bipolar electrodes",2022,"Luminescence","37","2",,"357","365",,1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122357598&doi=10.1002%2fbio.4179&partnerID=40&md5=9c4275f511ac41ede7068404ba4c6db9","There is a growing demand to realize low-cost miniaturized point-of-care testing diagnostic devices capable of performing many analytical assays. To fabricate such devices, three-dimensional printing (3DP)-based fabrication techniques provide a turnkey approach with marked precision and accuracy. Here, a 3DP fabrication technique was successfully utilized to fabricate closed bipolar electrode-based electrochemiluminescence (ECL) devices using conductive graphene filament. Furthermore, using these ECL devices, Ru(bpy)32+/TPrA- and luminol/H2O2-based electrochemistry was leveraged to sense dopamine and choline respectively. For ECL signal capture, two distinct approaches were used, first a smartphone-based miniaturized platform and the second with a photomultiplier tube embedded with the internet of things technology. Choline sensing led to a linear range 5–700 μM and 30–700 μM with a limit of detection (LOD) of 1.25 μM (R2 = 0.98, N = 3) and 3.27 μM (R2 = 0.97, N = 3). Furthermore, dopamine sensing was achieved in a linear range 0.5–100 μM with an LOD = 2 μM (R2 = 0.99, N = 3) and LOD = 0.33 μM (R2 = 0.98, N = 3). Overall, the fabricated devices have the potential to be utilized effectively in real-time applications such as point-of-care testing. © 2021 John Wiley & Sons, Ltd.",,"choline; dopamine; electrochemical analysis; electrode; genetic procedures; luminescence; smartphone; three dimensional printing; Biosensing Techniques; Choline; Dopamine; Electrochemical Techniques; Electrodes; Internet of Things; Luminescent Measurements; Printing, Three-Dimensional; Smartphone",Article,Scopus,2-s2.0-85122357598
"Zia U., McCartney M., Scotney B., Martinez J., Sajjad A.","57219435069;36940881600;6701586452;57214262429;8930445300;","A novel pseudo-random number generator for IoT based on a coupled map lattice system using the generalised symmetric map",2022,"SN Applied Sciences","4","2","48","","",,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122302554&doi=10.1007%2fs42452-021-04919-4&partnerID=40&md5=24ffeda16a1a17a181662fbe53796591","Pseudo-random number generators (PRNGs) are one of the building blocks of cryptographic methods and therefore, new and improved PRNGs are continuously developed. In this study, a novel method to generate pseudo-random sequences using coupled map lattices is presented. Chaotic maps only show their chaotic behaviour for a specified range of control parameters, what can restrict their application in cryptography. In this work, generalised symmetric maps with adaptive control parameter are presented. This novel idea allows the user to choose any symmetric chaotic map, while ensuring that the output is a stream of independent and random sequences. Furthermore, to increase the complexity of the generated sequences, a lattice-based structure where every local map is linked to its neighbouring node via coupling factor has been used. The dynamic behaviour and randomness of the proposed system has been studied using Kolmogorov–Sinai entropy, bifurcation diagrams and the NIST statistical suite for randomness. Experimental results show that the proposed PRNG provides a large key space, generates pseudo-random sequences and is computationally suitable for IoT devices. © 2021, The Author(s).","Coupled map lattice; Generalised symmetric map; Internet of Things; Pseudo-random number generator","Chaotic systems; Computational complexity; Cryptography; Internet of things; Lyapunov methods; Number theory; Random number generation; Random processes; Building blockes; Chaotic map; Control parameters; Coupled map lattices; Cryptographic methods; Generalized symmetric map; Lattice system; Pseudorandom number generators; Pseudorandom sequences; Symmetrics; Crystal lattices",Article,Scopus,2-s2.0-85122302554
